Date,Day,Week,Month,Campaign Name,Time,Segment,Affinity Definition,TG/CG,Affinity,Retailer,Brief,Theme,Lever,Message A,Message B,A/B,Campaign Type,Sent,Read,Read %,Clicks,CTR,Conversions,Conversion %,Push Datetime,Time Sort,Time Label,Date Label,Row Count
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_all_all_marketplace_sale_all_r_1073_r_ajio_1030pm,22:30:00,All,,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders.,Loss Aversion,Marketplace Sale,"(Name), summer fits? 👗👕
Grab 50–90% Off + Flat 10% Supercash + Up to 8% Cashback on AJIO
CTA: Shop now",,Yes,Normal,1051973,416883,0.396286786828179,1871,0.004488069794162871,1,0.0005344735435595938,2026-03-22 22:30:00,1900-01-01 22:30:00,10:30 PM,22-Mar,1
2026-03-22,Sun,Week 4,March,tgcomm_22_mar_vs_pn_tgcg_non_segmented_all_marketplace_sale_all_r_1073_r_ajio_1030pm,22:30:00,Non Segmented,,,,Ajio,Clearance sale: 50-90% Across Categories + Flat 10% AJIO Supercash + Upto 8% CashKaro Cashback on all AJIO Orders.,Loss Aversion,Marketplace Sale,"(Name), summer fits? 👗👕
Grab 50–90% Off + Flat 10% Supercash + Up to 8% Cashback on AJIO
CTA: Shop now",,Yes,Normal,225624,66275,0.29374091408715386,483,0.007287815918521312,0,0.0,2026-03-22 22:30:00,1900-01-01 22:30:00,10:30 PM,22-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_all_all_all_marketplace_all_r_2134_r_flipkart_1130am,11:30:00,All,,,,Flipkart,Get up to 7% Cashback across catgories,FOMO,Marketplace,"🤚Wait… you’re missing THIS? 😱

Get up to 7% Cashback on Flipkart  🤩

CTA: Shop now","🤚Wait… you’re missing THIS? 😱

Get up to 7% Cashback on Flipkart  🤩

CTA: Shop now",Yes,Normal,1051886,465151,0.4422066649808059,2056,0.004420070041771381,7,0.003404669260700389,2026-03-23 11:30:00,1900-01-01 11:30:00,11:30 AM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_non_segmented_all_all_marketplace_all_r_2134_r_flipkart_1130am,11:30:00,Non Segmented,,,,Flipkart,Get up to 7% Cashback across catgories,FOMO,Marketplace,"🤚Wait… you’re missing THIS? 😱

Get up to 7% Cashback on Flipkart  🤩

CTA: Shop now","🤚Wait… you’re missing THIS? 😱

Get up to 7% Cashback on Flipkart  🤩

CTA: Shop now",Yes,Normal,226911,77825,0.3429758804112626,465,0.005974943784131063,3,0.0064516129032258064,2026-03-23 11:30:00,1900-01-01 11:30:00,11:30 AM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_storevisitors_fashion_all_marketplace_all_r_1384_r_fashioncategory_2pm,14:00:00,All,Users who have visited fashion retailer in the last 6 months and have not exited.,,Fashion_storevisitorsnonexiters,Multiple Retailers (Fashion),Get up to 32% Cashback on on Fashion on popular brands.,Exclusivity,Focus Category,"Sirf aapke liye 💓

Get up to 32% Cashback on your favorite fashion brands

CTA: Shop now","Sirf aapke liye 💓

Get up to 32% Cashback on your favorite fashion brands

CTA: Shop now",Yes,Normal,68396,38927,0.5691414702614188,180,0.004624039869499319,1,0.005555555555555556,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_exiters_fashion_all_marketplace_all_r_1384_r_fashioncategory_2pm,14:00:00,All,Users who have exited on fashion retailers in the 6 months and have not transacted.,,Fashion - Exiters non transactors,Multiple Retailers (Fashion),Get up to 32% Cashback on on Fashion on popular brands.,Exclusivity,Focus Category,"Sirf aapke liye 💓

Get up to 32% Cashback on your favorite fashion brands

CTA: Shop now","Sirf aapke liye 💓

Get up to 32% Cashback on your favorite fashion brands

CTA: Shop now",Yes,Normal,245638,126389,0.5145335819376481,673,0.005324830483665509,2,0.0029717682020802376,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_transactors_fashion_all_marketplace_all_r_1384_r_fashioncategory_2pm,14:00:00,All,Users who have transacted on fashion retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,Fashion - Transactors,Multiple Retailers (Fashion),Get up to 32% Cashback on on Fashion on popular brands.,Exclusivity,Focus Category,"Sirf aapke liye 💓

Get up to 32% Cashback on your favorite fashion brands

CTA: Shop now","Sirf aapke liye 💓

Get up to 32% Cashback on your favorite fashion brands

CTA: Shop now",Yes,Normal,251873,141261,0.5608421704589217,756,0.0053517956123770895,2,0.0026455026455026454,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_storevis_health_all_marketplace_all_r_1384_r_2pm_gnc,14:00:00,All,Users who have visited enterntainement stores in the last 6 months and have not exited.,,health & wellness - Store visitors,GNC,End Of Season Sale: Upto 60% Off on Selected Products + Flat 5% off code + Flat 8% CashKaro Cashback on all GNC orders,FOMO,Brand Discovery,"Missed your protein today? 😱
Complete your intake with GNC ➡️  up to 60% Off + Flat 8% Cashback 🤩
CTA: Grab now!","Missed your protein today? 😱
Complete your intake with GNC ➡️  up to 60% Off + Flat 8% Cashback 🤩
CTA: Grab now!",Yes,Normal,5546,3531,0.6366750811395601,12,0.0033984706881903144,0,0.0,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_exiters_health_all_marketplace_all_r_1384_r_2pm_gnc,14:00:00,All,Users who have exited enterntainement stores in the last 6 months and have not transacted.,,health & wellness - Exiters,GNC,End Of Season Sale: Upto 60% Off on Selected Products + Flat 5% off code + Flat 8% CashKaro Cashback on all GNC orders,FOMO,Brand Discovery,"Missed your protein today? 😱
Complete your intake with GNC ➡️  up to 60% Off + Flat 8% Cashback 🤩
CTA: Grab now!","Missed your protein today? 😱
Complete your intake with GNC ➡️  up to 60% Off + Flat 8% Cashback 🤩
CTA: Grab now!",Yes,Normal,4737,2810,0.593202448807262,11,0.003914590747330961,0,0.0,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_transactors_health_all_marketplace_all_r_1384_r_2pm_gnc,14:00:00,All,Users who have transacted on health & wellness category and have not transacted on the particular retailer.,,health & wellness - Transacters,GNC,End Of Season Sale: Upto 60% Off on Selected Products + Flat 5% off code + Flat 8% CashKaro Cashback on all GNC orders,FOMO,Brand Discovery,"Missed your protein today? 😱
Complete your intake with GNC ➡️  up to 60% Off + Flat 8% Cashback 🤩
CTA: Grab now!","Missed your protein today? 😱
Complete your intake with GNC ➡️  up to 60% Off + Flat 8% Cashback 🤩
CTA: Grab now!",Yes,Normal,482,208,0.4315352697095436,0,0.0,0,0.0,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_rest_all_marketplace_all_r_1384_r_2pm_flipkart,14:00:00,All,,,,Flipkart,Get up to 7% Cashback across catgories,FOMO,Marketplace,"Trendy fits? Shoes? Accessories? 👗👟

Grab up to 7% Cashback on Flipkart before it’s gone!

CTA: Shop now
","Trendy fits? Shoes? Accessories? 👗👟

Grab up to 7% Cashback on Flipkart before it’s gone!

CTA: Shop now
",Yes,Normal,472117,149392,0.3164300374695256,517,0.0034606940130662953,0,0.0,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_non_segmented_all_marketplace_all_r_1384_r_2pm_flipkart,14:00:00,Non Segmented,,,,Flipkart,Get up to 7% Cashback across catgories,FOMO,Marketplace,"Trendy fits? Shoes? Accessories? 👗👟

Grab up to 7% Cashback on Flipkart before it’s gone!

CTA: Shop now
","Trendy fits? Shoes? Accessories? 👗👟

Grab up to 7% Cashback on Flipkart before it’s gone!

CTA: Shop now
",Yes,Normal,169863,41528,0.24447937455478827,232,0.00558659217877095,0,0.0,2026-03-23 14:00:00,1900-01-01 14:00:00,02:00 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_all_all_marketplace_all_r_1384_r_1030pm_reliancedigital,22:30:00,All,,,,Reliance Digital,Up to 3% Cashback on Reliance Digital orders,Loss Aversion,Marketplace,"😉 What if you…

Could earn up to 3% Cashback on Reliance Digital orders? It’s true! 🤩

CTA: Grab now","😉 What if you…

Could earn up to 3% Cashback on Reliance Digital orders? It’s true! 🤩

CTA: Grab now",Yes,Normal,1050248,410853,0.39119617461780454,1701,0.004140166921015546,0,0.0,2026-03-23 22:30:00,1900-01-01 22:30:00,10:30 PM,23-Mar,1
2026-03-23,Mon,Week 4,March,tgcomm_23_mar_vs_pn_tgcg_non_segmented_all_marketplace_all_r_1384_r_1030pm_reliancedigital,22:30:00,Non Segmented,,,,Reliance Digital,Up to 3% Cashback on Reliance Digital orders,Loss Aversion,Marketplace,"😉 What if you…

Could earn up to 3% Cashback on Reliance Digital orders? It’s true! 🤩

CTA: Grab now","😉 What if you…

Could earn up to 3% Cashback on Reliance Digital orders? It’s true! 🤩

CTA: Grab now",Yes,Normal,265439,88801,0.33454390650959354,502,0.005653089492235448,0,0.0,2026-03-23 22:30:00,1900-01-01 22:30:00,10:30 PM,23-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_lapsed_both_marketplace_all_1130am_flipkartfashion,11:30:00,Lapsed,Both,,,Flipkart Fashion,,Exclusivity,Marketplace,"Your wrist deserves better ⌚😉

Grab watches at up to 70% OFF + 7% Cashback on Flipkart

CTA: Check now","Your wrist deserves better ⌚😉

Grab watches at up to 70% OFF + 7% Cashback on Flipkart

CTA: Check now",Yes,Normal,1053753,470013,0.4460371643070055,2106,0.004480727128824097,2,0.000949667616334283,2026-03-13 11:30:00,1900-01-01 11:30:00,11:30 AM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_inactive_both_marketplace_all_1130am_flipkartfashion,11:30:00,Inactive,Both,,,Flipkart Fashion,,Exclusivity,Marketplace,"Your wrist deserves better ⌚😉

Grab watches at up to 70% OFF + 7% Cashback on Flipkart

CTA: Check now","Your wrist deserves better ⌚😉

Grab watches at up to 70% OFF + 7% Cashback on Flipkart

CTA: Check now",Yes,Normal,218560,73834,0.33782027818448024,476,0.006446894384700815,0,0.0,2026-03-13 11:30:00,1900-01-01 11:30:00,11:30 AM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_non_segmented_both_marketplace_all_1130am_flipkartfashion,11:30:00,Non - Segmented,Both,,,Flipkart Fashion,,Exclusivity,Marketplace,"Your wrist deserves better ⌚😉

Grab watches at up to 70% OFF + 7% Cashback on Flipkart

CTA: Check now","Your wrist deserves better ⌚😉

Grab watches at up to 70% OFF + 7% Cashback on Flipkart

CTA: Check now",Yes,Normal,28396,18529,0.652521481898859,129,0.006962059474337525,0,0.0,2026-03-13 11:30:00,1900-01-01 11:30:00,11:30 AM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_active_0_1_d2c_sale_all_2pm_sanfe,14:00:00,Active,0-1,,,Sanfe,,Curiosity,D2C Sale,"B1G1 and Cashback? 🤯

Yes! Sanfe sale is live, Buy 1 Get 1 Free + get Flat 30% Cashback on all orders!

CTA: Shop Now","B1G1 and Cashback? 🤯

Yes! Sanfe sale is live, Buy 1 Get 1 Free + get Flat 30% Cashback on all orders!

CTA: Shop Now",Yes,Normal,23991,15764,0.6570797382351715,86,0.005455468155290535,0,0.0,2026-03-13 14:00:00,1900-01-01 14:00:00,02:00 PM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_active_1_many_d2c_sale_all_2pm_sanfe,14:00:00,Active,1-many,,,Sanfe,,Curiosity,D2C Sale,"B1G1 and Cashback? 🤯

Yes! Sanfe sale is live, Buy 1 Get 1 Free + get Flat 30% Cashback on all orders!

CTA: Shop Now","B1G1 and Cashback? 🤯

Yes! Sanfe sale is live, Buy 1 Get 1 Free + get Flat 30% Cashback on all orders!

CTA: Shop Now",Yes,Normal,2809,1688,0.6009255962976148,22,0.013033175355450236,0,0.0,2026-03-13 14:00:00,1900-01-01 14:00:00,02:00 PM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_lapsed_both_d2c_sale_all_2pm_mcaffeine,14:00:00,Lapsed,Both,,,mCaffeine,,Exclusivity,D2c Sale,"🎀 Pookies like you deserve this!
Buy any 3 mCaffeine products at just ₹999 + Flat 15% Cashback 🤩
CTA: Grab now!","🎀 Pookies like you deserve this!
Buy any 3 mCaffeine products at just ₹999 + Flat 15% Cashback 🤩
CTA: Grab now!",Yes,Normal,998977,434107,0.43455154623179515,1779,0.004098067987846315,0,0.0,2026-03-13 14:00:00,1900-01-01 14:00:00,02:00 PM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_inactive_both_d2c_sale_all_2pm_mcaffeine,14:00:00,Inactive,Both,,,mCaffeine,,Exclusivity,D2c Sale,"🎀 Pookies like you deserve this!
Buy any 3 mCaffeine products at just ₹999 + Flat 15% Cashback 🤩
CTA: Grab now!","🎀 Pookies like you deserve this!
Buy any 3 mCaffeine products at just ₹999 + Flat 15% Cashback 🤩
CTA: Grab now!",Yes,Normal,215698,71527,0.33160715444742184,409,0.0057181204300473945,0,0.0,2026-03-13 14:00:00,1900-01-01 14:00:00,02:00 PM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_non_segmented_both_d2c_sale_all_2pm_mcaffeine,14:00:00,Non - Segmented,Both,,,mCaffeine,,Exclusivity,D2c Sale,"🎀 Pookies like you deserve this!
Buy any 3 mCaffeine products at just ₹999 + Flat 15% Cashback 🤩
CTA: Grab now!","🎀 Pookies like you deserve this!
Buy any 3 mCaffeine products at just ₹999 + Flat 15% Cashback 🤩
CTA: Grab now!",Yes,Normal,87733,54768,0.6242576909486738,313,0.005715016067776804,1,0.003194888178913738,2026-03-13 14:00:00,1900-01-01 14:00:00,02:00 PM,13-Mar,1
2026-03-13,Fri,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_all_marketplace_sale_all_1030pm_ajio,22:30:00,All,Whole Base,,,Ajio,,FOMO,Marketplace Sale,"Thinking of a new outfit? 👔

Get up to 12% Cashback on men’s fashion on AJIO

CTA: Shop now","Thinking of a new outfit? 👔

Get up to 12% Cashback on men’s fashion on AJIO

CTA: Shop now",Yes,Normal,81226,49838,0.6135720089626474,259,0.00519683775432401,2,0.007722007722007722,2026-03-13 22:30:00,1900-01-01 22:30:00,10:30 PM,13-Mar,1
2026-03-14,Sat,Week 2,March,tgcomm_13_mar_vs_pn_tgcg_all_beautyaff_d2c_sale_all_1130am_mamaearth,11:30:00,All,Users who have visited beauty category in the last 6 months.,,Beauty - Store visitors,Mamaearth,,Curiosity,D2C Sale,"OMG! Can you believe it? 😱

Buy 1 Get 1 Free + Flat 12% Cashback on MamaEarth 🤩

CTA: Grab Now!","OMG! Can you believe it? 😱

Buy 1 Get 1 Free + Flat 12% Cashback on MamaEarth 🤩

CTA: Grab Now!",Yes,Normal,35162,19635,0.5584153347363631,101,0.005143875732111026,3,0.0297029702970297,2026-03-14 11:30:00,1900-01-01 11:30:00,11:30 AM,14-Mar,1
2026-03-14,Sat,Week 2,March,tgcomm_14_mar_vs_pn_tgcg_rest_beuatyaff_d2c_sale_all_1130am_koparo,11:30:00,All,Rest Base - Users who have visited beauty category in the last 6 months.,,,Koparo,,Loss Aversion,D2C Sale,"😯 You’ll regret missing...

🎂 Koparo’s Biggest Birthday Sale! Buy 1, Get 2 Free + Flat 40% Cashback 🤩

CTA: Shop now!","😯 You’ll regret missing...

🎂 Koparo’s Biggest Birthday Sale! Buy 1, Get 2 Free + Flat 40% Cashback 🤩

CTA: Shop now!",Yes,Normal,849389,330764,0.38941403761998333,1291,0.003903084979018273,2,0.001549186676994578,2026-03-14 11:30:00,1900-01-01 11:30:00,11:30 AM,14-Mar,1
2026-03-14,Sat,Week 2,March,tgcomm_14_mar_vs_pn_tgcg_rest_beautyaff_d2c_sale_all_2pm_myntra,14:00:00,All,Rest Base - Users who have visited beauty category in the last 6 months.,,,Myntra,,FOMO,Marketplace Sale,"Aww-some styles 👗👕👖

Get 50–70% OFF + up to 6% Cashback on Myntra

CTA: Don’t miss out!","Aww-some styles 👗👕👖

Get 50–70% OFF + up to 6% Cashback on Myntra

CTA: Don’t miss out!",Yes,Normal,204979,61221,0.29866961981471274,384,0.006272357524378889,0,0.0,2026-03-14 14:00:00,1900-01-01 14:00:00,02:00 PM,14-Mar,1
2026-03-14,Sat,Week 2,March,tgcomm_14_mar_vs_pn_tgcg_all_beautyaff_d2c_sale_all_2pm_mcaffeine,14:00:00,All,Users who have visited beauty category in the last 6 months.,,Beauty - Store visitors,mCaffeine,,FOMO,D2C Sale,"😉 Need a self-care break?

☕ Start with mCaffeine ➡️ Buy 1 GET 1 Free + Flat 18% Cashback 🤩

CTA: Don’t miss out!","😉 Need a self-care break?

☕ Start with mCaffeine ➡️ Buy 1 GET 1 Free + Flat 18% Cashback 🤩

CTA: Don’t miss out!",Yes,Normal,1053492,418559,0.3973062918370524,1896,0.00452982733617005,1,0.0005274261603375527,2026-03-14 14:00:00,1900-01-01 14:00:00,02:00 PM,14-Mar,1
2026-03-14,Sat,Week 2,March,tgcomm_14_mar_vs_pn_tgcg_all_marketplace_all_9pm_flipkartfashion,21:00:00,All,Whole Base,,,Flipkart Fashion,,Curiosity,Marketplace,"You always shop smart 😎

Then why not get up to 7% Cashback on Flipkart Fashion? 😉

CTA: Shop now","You always shop smart 😎

Then why not get up to 7% Cashback on Flipkart Fashion? 😉

CTA: Shop now",Yes,Normal,222308,64891,0.29189682782445975,446,0.00687306406127198,0,0.0,2026-03-14 21:00:00,1900-01-01 21:00:00,09:00 PM,14-Mar,1
2026-03-15,Mon,Week 3,March,tgcomm_15_mar_vs_pn_tgcg_all_beautyaff_d2c_sale_all_2pm_mamaearth,14:00:00,All,Users who have visited beauty category in the last 6 months.,,Beauty - Store visitors,Mamaearth,,FOMO,D2C Sale,"😨 Kahin der na ho jaye…

iss crazy deal ko grab karne mein! Get Buy 1 Get 1 Free + Flat 12% Cashback on MamaEarth.

CTA: Don’t miss out!","😨 Kahin der na ho jaye…

iss crazy deal ko grab karne mein! Get Buy 1 Get 1 Free + Flat 12% Cashback on MamaEarth.

CTA: Don’t miss out!",Yes,Normal,25786,15875,0.61564414798728,84,0.005291338582677166,0,0.0,2026-03-15 14:00:00,1900-01-01 14:00:00,02:00 PM,15-Mar,1
2026-03-15,Mon,Week 3,March,tgcomm_15_mar_vs_pn_tgcg_all_rest_beautyaff_marketplace_sale_all_2pm_myntra,14:00:00,All,Rest Base - Users who have visited beauty category in the last 6 months.,,,Myntra,,Loss Aversion,Marketplace Sale,"(12) Unread Message 💬

Myntra Birthday Blast Sale is here! Grab 50-90% Off + Up to 6% Cashback 🤩

CTA: Hurry Up!","(12) Unread Message 💬

Myntra Birthday Blast Sale is here! Grab 50-90% Off + Up to 6% Cashback 🤩

CTA: Hurry Up!",Yes,Normal,42822,26383,0.6161085423380506,132,0.005003221771595345,0,0.0,2026-03-15 14:00:00,1900-01-01 14:00:00,02:00 PM,15-Mar,1
2026-03-15,Mon,Week 3,March,tgcomm_15_mar_vs_pn_tgcg_all_marketplace_all_9pm_flipkartaccessories,21:00:00,All,Whole Base,,,Flipkart Fashion,,FOMO,Marketplace,"Need a quick style upgrade? 👔

Grab up to 90% OFF + 7% Cashback on accessories at Flipkart Fashion

CTA: Don't miss out!","Need a quick style upgrade? 👔

Grab up to 90% OFF + 7% Cashback on accessories at Flipkart Fashion

CTA: Don't miss out!",Yes,Normal,42822,26383,0.6161085423380506,132,0.005003221771595345,0,0.0,2026-03-15 21:00:00,1900-01-01 21:00:00,09:00 PM,15-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_d2c_sale_beauty_storevisitorsnonexiters_r_1503_r_dotandkey,14:00:00,All,Users who have visited beauty retailer in the last 6 months and have not exited.,,Beauty - Store visitors,Dot and Key,,Scarcity,D2C Sale,"🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!","🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!",Yes,Normal,74757,47788,0.639244485466244,265,0.005545325186239223,0,0.0,2026-03-16 14:00:00,1900-01-01 14:00:00,02:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_d2c_sale_beauty_storevisitorsnonexiters_r_1503_r_dotandkey,14:00:00,All,Users who have exited on beuaty retailers in the 6 months and have not transacted.,,Beauty - Exiters non transactors,Dot and Key,,Scarcity,D2C Sale,"🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!","🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!",Yes,Normal,65056,40308,0.6195892769306444,182,0.004515232708147266,0,0.0,2026-03-16 14:00:00,1900-01-01 14:00:00,02:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_d2c_sale_beauty_transactors_r_1503_r_dotandkey,14:00:00,All,Users who have transacted on beuaty retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,Beauty - Transactors,Dot and Key,,Scarcity,D2C Sale,"🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!","🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!",Yes,Normal,833866,331502,0.3975482871348634,1261,0.0038038986190128566,0,0.0,2026-03-16 14:00:00,1900-01-01 14:00:00,02:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_d2c_sale_restbase_beauty_affinity_bases_r_1503_r_dotandkey,14:00:00,All,Rest Base - Beauty Affinity Bases.,,,Dot and Key,,Scarcity,D2C Sale,"🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!","🎶 If you know, you know…

Your skin needs glow! Buy any 2 Dot & Key @ ₹699 + Extra 5% OFF + up to 15% Cashback 🤩

CTA: Limited time Offer!",Yes,Normal,202674,62279,0.30728657844617463,350,0.005619871866921434,0,0.0,2026-03-16 14:00:00,1900-01-01 14:00:00,02:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_focus_brand_travel_storevisitorsnonexiters_r_1328_r_booking_9pm,21:00:00,All,Users who have visited travel retailer in the last 6 months and have not exited.,,Travel - Store visitors non exiters,Booking.com,,Exclusivity,Focus Brand,"Chalo kahi ghoom ke aate hai! 🌄

Enjoy Flat 4% Cashback on all Booking.com hotels & stays 

CTA: Book now!","Chalo kahi ghoom ke aate hai! 🌄

Enjoy Flat 4% Cashback on all Booking.com hotels & stays 

CTA: Book now!",Yes,Normal,1052157,454004,0.43149834102705203,2004,0.004414058025920476,18,0.008982035928143712,2026-03-16 21:00:00,1900-01-01 21:00:00,09:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_focus_brand_travel_exitersnontransactors_r_1328_r_booking_9pm,21:00:00,All,Users who have exited on travel retailers in the 6 months and have not transacted.,,Travel - Exiters non transactors,Booking.com,,Exclusivity,Focus Brand,"Chalo kahi ghoom ke aate hai! 🌄

Enjoy Flat 4% Cashback on all Booking.com hotels & stays 

CTA: Book now!","Chalo kahi ghoom ke aate hai! 🌄

Enjoy Flat 4% Cashback on all Booking.com hotels & stays 

CTA: Book now!",Yes,Normal,225099,73953,0.32853544440446203,420,0.005679282787716523,6,0.014285714285714285,2026-03-16 21:00:00,1900-01-01 21:00:00,09:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_focus_brand_travel_transactors_r_1328_r_booking_9pm,21:00:00,All,Users who have transacted on travel retailers in the last 6 months and have not transacted in the last 30 days on the retailer,,Travel - Transactors,Booking.com,,Exclusivity,Focus Brand,"Chalo kahi ghoom ke aate hai! 🌄

Enjoy Flat 4% Cashback on all Booking.com hotels & stays 

CTA: Book now!","Chalo kahi ghoom ke aate hai! 🌄

Enjoy Flat 4% Cashback on all Booking.com hotels & stays 

CTA: Book now!",Yes,Normal,1051973,416883,0.396286786828179,1871,0.004488069794162871,1,0.0005344735435595938,2026-03-16 21:00:00,1900-01-01 21:00:00,09:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_d2c_sale_home_storevisitorsnonexitors_r_2035_r_koparo_9pm,21:00:00,All,Users who have visited home retailer in the last 6 months and have not exited.,,home - Store visitors non exiters,Koparo,,FOMO,D2C Sale,"🫧 Cleaning essentials stocked?

Get eco-friendly cleaners at just ₹99 per litre + flat 40% cashback on Koparo 🤩

CTA: Grab now!","🫧 Cleaning essentials stocked?

Get eco-friendly cleaners at just ₹99 per litre + flat 40% cashback on Koparo 🤩

CTA: Grab now!",Yes,Normal,225624,66275,0.29374091408715386,483,0.007287815918521312,0,0.0,2026-03-16 21:00:00,1900-01-01 21:00:00,09:00 PM,16-Mar,1
2026-03-16,Mon,Week 3,March,tgcomm_16_mar_vs_pn_tgcg_all_all_d2c_sale_home_exitorsnontransactors_r_2035_r_koparo_9pm,21:00:00,All,Users who have exited on home retailers in the 6 months and have not transacted.,,home - Exiters non transactors,Koparo,,FOMO,D2C Sale,"🫧 Cleaning essentials stocked?

Get eco-friendly cleaners at just ₹99 per litre + flat 40% cashback on Koparo 🤩

CTA: Grab now!","🫧 Cleaning essentials stocked?

Get eco-friendly cleaners at just ₹99 per litre + flat 40% cashback on Koparo 🤩

CTA: Grab now!",Yes,Normal,1051886,465151,0.4422066649808059,2056,0.004420070041771381,7,0.003404669260700389,2026-03-16 21:00:00,1900-01-01 21:00:00,09:00 PM,16-Mar,1
